index	chapter	chapter_title	subchapter	subchapter_title	part	part_title	section	section_title
3883	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	B	SUBCHAPTER B - REGULATIONS AFFECTING THE OPERATIONS OF THE NATIONAL CREDIT UNION ADMINISTRATION	797	PART 797 - PROCEDURES FOR DEBT COLLECTION	797.15	§ 797.15   Administrative offset against amounts payable from Civil Service Retirement and Disability Fund.
3884	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	B	SUBCHAPTER B - REGULATIONS AFFECTING THE OPERATIONS OF THE NATIONAL CREDIT UNION ADMINISTRATION	792	PART 792 - REQUESTS FOR INFORMATION UNDER THE FREEDOM OF INFORMATION ACT AND PRIVACY ACT, AND BY SUBPOENA; SECURITY PROCEDURES FOR CLASSIFIED INFORMATION	792.09	§ 792.09   What if my request does not meet the requirements of this subpart?
3885	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	B	SUBCHAPTER B - REGULATIONS AFFECTING THE OPERATIONS OF THE NATIONAL CREDIT UNION ADMINISTRATION	797	PART 797 - PROCEDURES FOR DEBT COLLECTION	797.12	§ 797.12   Refunds.
3886	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	B	SUBCHAPTER B - REGULATIONS AFFECTING THE OPERATIONS OF THE NATIONAL CREDIT UNION ADMINISTRATION	792	PART 792 - REQUESTS FOR INFORMATION UNDER THE FREEDOM OF INFORMATION ACT AND PRIVACY ACT, AND BY SUBPOENA; SECURITY PROCEDURES FOR CLASSIFIED INFORMATION	792.21	§ 792.21   Will NCUA provide a fee estimate?
3887	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	B	SUBCHAPTER B - REGULATIONS AFFECTING THE OPERATIONS OF THE NATIONAL CREDIT UNION ADMINISTRATION	792	PART 792 - REQUESTS FOR INFORMATION UNDER THE FREEDOM OF INFORMATION ACT AND PRIVACY ACT, AND BY SUBPOENA; SECURITY PROCEDURES FOR CLASSIFIED INFORMATION	792.13	§ 792.13   Can I get the records in different forms or formats?
3888	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	B	SUBCHAPTER B - REGULATIONS AFFECTING THE OPERATIONS OF THE NATIONAL CREDIT UNION ADMINISTRATION	792	PART 792 - REQUESTS FOR INFORMATION UNDER THE FREEDOM OF INFORMATION ACT AND PRIVACY ACT, AND BY SUBPOENA; SECURITY PROCEDURES FOR CLASSIFIED INFORMATION	792.26	§ 792.26   Will I be asked to pay fees in advance?
3889	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	B	SUBCHAPTER B - REGULATIONS AFFECTING THE OPERATIONS OF THE NATIONAL CREDIT UNION ADMINISTRATION	792	PART 792 - REQUESTS FOR INFORMATION UNDER THE FREEDOM OF INFORMATION ACT AND PRIVACY ACT, AND BY SUBPOENA; SECURITY PROCEDURES FOR CLASSIFIED INFORMATION	792.15	§ 792.15   How long will it take to process my request?
3890	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	701	PART 701 - ORGANIZATION AND OPERATION OF FEDERAL CREDIT UNIONS	701.1	§ 701.1   Federal credit union chartering, field of membership modifications, and conversions.
3891	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	262	PART 262 - RULES OF PROCEDURE	262.6	§ 262.6   Forms.
3892	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	A	SUBCHAPTER A - ORGANIZATION AND OPERATIONS	1213	PART 1213 - OFFICE OF THE OMBUDSMAN	1213.6	§ 1213.6   No retaliation.
3893	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	D	SUBCHAPTER D - FEDERAL HOME LOAN BANKS	1272	PART 1272 - NEW BUSINESS ACTIVITIES	1272.2	§ 1272.2   Limitation on Bank authority to undertake new business activities.
3894	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	626	PART 626 - NONDISCRIMINATION IN LENDING	626.6015	§ 626.6015   Nondiscriminatory appraisal.
3895	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY	333	PART 333 - EXTENSION OF CORPORATE POWERS	333.2	§ 333.2   Change in general character of business.
3896	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	614	PART 614 - LOAN POLICIES AND OPERATIONS	614.4355	§ 614.4355   Banks for cooperatives.
3897	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	A	SUBCHAPTER A - PROCEDURE AND RULES OF PRACTICE	303	PART 303 - FILING PROCEDURES	303.46	§ 303.46   Financial education programs that include the provision of bank products and services.
3898	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	614	PART 614 - LOAN POLICIES AND OPERATIONS	614.4353	§ 614.4353   Direct lender associations.
3899	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	708a	PART 708a - BANK CONVERSIONS AND MERGERS	708a.111	§ 708a.111   Limit on compensation of officials.
3900	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	708a	PART 708a - BANK CONVERSIONS AND MERGERS	708a.310	§ 708a.310   Limits on compensation of officials.
3901	II	CHAPTER II - FEDERAL RESERVE SYSTEM	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM	215	PART 215 - LOANS TO EXECUTIVE OFFICERS, DIRECTORS, AND PRINCIPAL SHAREHOLDERS OF MEMBER BANKS (REGULATION O)	215.6	§ 215.6   Prohibition on knowingly receiving unauthorized extension of credit.
3902	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	740	PART 740 - ACCURACY OF ADVERTISING AND NOTICE OF INSURED STATUS	740.2	§ 740.2   Accuracy of advertising.
3903	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION (CONTINUED)	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY (CONTINUED)	359	PART 359 - GOLDEN PARACHUTE AND INDEMNIFICATION PAYMENTS	359.2	§ 359.2   Golden parachute payments prohibited.
3904	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION (CONTINUED)	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY (CONTINUED)	359	PART 359 - GOLDEN PARACHUTE AND INDEMNIFICATION PAYMENTS	359.3	§ 359.3   Prohibited indemnification payments.
3905	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	611	PART 611 - ORGANIZATION	611.1220	§ 611.1220   Termination resolution.
3906	II	CHAPTER II - FEDERAL RESERVE SYSTEM	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM	202	PART 202 - EQUAL CREDIT OPPORTUNITY ACT (REGULATION B)	202.17	§ 202.17   Data collection for credit applications by women-owned, minority-owned, or small businesses.
3907	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	612	PART 612 - STANDARDS OF CONDUCT AND REFERRAL OF KNOWN OR SUSPECTED CRIMINAL VIOLATIONS	612.2157	§ 612.2157   Joint employees.
3908	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	A	SUBCHAPTER A - PROCEDURE AND RULES OF PRACTICE	308	PART 308 - RULES OF PRACTICE AND PROCEDURE	308.514	§ 308.514   Ex parte contacts.
3909	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	B	SUBCHAPTER B - REGULATIONS AFFECTING THE OPERATIONS OF THE NATIONAL CREDIT UNION ADMINISTRATION	794	PART 794 - ENFORCEMENT OF NONDISCRIMINATION ON THE BASIS OF HANDICAP IN PROGRAMS OR ACTIVITIES CONDUCTED BY THE NATIONAL CREDIT UNION ADMINISTRATION	794.140	§ 794.140   Employment.
3910	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	268	PART 268 - RULES REGARDING EQUAL OPPORTUNITY	268.705	§ 268.705   Employment.
3911	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION (CONTINUED)	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY (CONTINUED)	352	PART 352 - NONDISCRIMINATION ON THE BASIS OF DISABILITY	352.6	§ 352.6   Employment.
3912	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	A	SUBCHAPTER A - ADMINISTRATIVE PROVISIONS	606	PART 606 - ENFORCEMENT OF NONDISCRIMINATION ON THE BASIS OF HANDICAP IN PROGRAMS OR ACTIVITIES CONDUCTED BY THE FARM CREDIT ADMINISTRATION	606.640	§ 606.640   Employment.
3913	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	B	SUBCHAPTER B - REGULATIONS AFFECTING THE OPERATIONS OF THE NATIONAL CREDIT UNION ADMINISTRATION	792	PART 792 - REQUESTS FOR INFORMATION UNDER THE FREEDOM OF INFORMATION ACT AND PRIVACY ACT, AND BY SUBPOENA; SECURITY PROCEDURES FOR CLASSIFIED INFORMATION	792.60	§ 792.60   Disclosure of record to person other than the individual to whom it pertains.
3914	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION (CONTINUED)	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY (CONTINUED)	362	PART 362 - ACTIVITIES OF INSURED STATE BANKS AND INSURED SAVINGS ASSOCIATIONS	362.15	§ 362.15   Acquiring or establishing a subsidiary; conducting new activities through a subsidiary.
3915	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	A	SUBCHAPTER A - ADMINISTRATIVE PROVISIONS	607	PART 607 - ASSESSMENT AND APPORTIONMENT OF ADMINISTRATIVE EXPENSES	607.8	§ 607.8   Reimbursements for services to non-System entities.
3916	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	621	PART 621 - ACCOUNTING AND REPORTING REQUIREMENTS	621.31	§ 621.31   Non-audit services.
3917	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	263	PART 263 - RULES OF PRACTICE FOR HEARINGS	263.16	§ 263.16   The Board's right to conduct examination.
3918	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	A	SUBCHAPTER A - PROCEDURE AND RULES OF PRACTICE	308	PART 308 - RULES OF PRACTICE AND PROCEDURE	308.16	§ 308.16   FDIC's right to conduct examination.
3919	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	747	PART 747 - ADMINISTRATIVE ACTIONS, ADJUDICATIVE HEARINGS, RULES OF PRACTICE AND PROCEDURE, AND INVESTIGATIONS	747.16	§ 747.16   NCUA's right to conduct examination.
3920	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	A	SUBCHAPTER A - ORGANIZATION AND OPERATIONS	1209	PART 1209 - RULES OF PRACTICE AND PROCEDURE	1209.21	§ 1209.21   Conduct of examination.
3921	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION (CONTINUED)	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY (CONTINUED)	354	PART 354 - INDUSTRIAL BANKS	354.6	§ 354.6   Reservation of authority.
3922	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY	332	PART 332 - PRIVACY OF CONSUMER FINANCIAL INFORMATION	332.16	§ 332.16   Protection of Fair Credit Reporting Act.
3923	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	D	SUBCHAPTER D - FEDERAL HOME LOAN BANKS	1272	PART 1272 - NEW BUSINESS ACTIVITIES	1272.6	§ 1272.6   Examinations.
3924	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	B	SUBCHAPTER B - ENTITY REGULATIONS	1222	PART 1222 - APPRAISALS	1222.2	§ 1222.2   Reservation of authority.
3925	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION (CONTINUED)	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY (CONTINUED)	380	PART 380 - ORDERLY LIQUIDATION AUTHORITY	380.31	§ 380.31   Scope.
3926	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	D	SUBCHAPTER D - FEDERAL HOME LOAN BANKS	1271	PART 1271 - MISCELLANEOUS FEDERAL HOME LOAN BANK OPERATIONS AND AUTHORITIES	1271.22	§ 1271.22   Computer data.
3927	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	622	PART 622 - RULES OF PRACTICE AND PROCEDURE	622.22	§ 622.22   Retained authority.
3928	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	A	SUBCHAPTER A - ORGANIZATION AND OPERATIONS	1215	PART 1215 - PRODUCTION OF FHFA RECORDS, INFORMATION, AND EMPLOYEE TESTIMONY IN THIRD-PARTY LEGAL PROCEEDINGS	1215.15	§ 1215.15   Conflicting court order.
3929	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	747	PART 747 - ADMINISTRATIVE ACTIONS, ADJUDICATIVE HEARINGS, RULES OF PRACTICE AND PROCEDURE, AND INVESTIGATIONS	747.3006	§ 747.3006   Conservatorship or liquidation of critically undercapitalized corporate credit union.
3930	II	CHAPTER II - FEDERAL RESERVE SYSTEM	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM	217	PART 217 - CAPITAL ADEQUACY OF BANK HOLDING COMPANIES, SAVINGS AND LOAN HOLDING COMPANIES, AND STATE MEMBER BANKS (REGULATION Q)	217.302	§ 217.302   Exposures Related the Money Market Mutual Fund Liquidity Facility.
3931	II	CHAPTER II - FEDERAL RESERVE SYSTEM	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM	217	PART 217 - CAPITAL ADEQUACY OF BANK HOLDING COMPANIES, SAVINGS AND LOAN HOLDING COMPANIES, AND STATE MEMBER BANKS (REGULATION Q)	217.305	§ 217.305   Exposures related to the Paycheck Protection Program Lending Facility.
3932	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY	324	PART 324 - CAPITAL ADEQUACY OF FDIC-SUPERVISED INSTITUTIONS	324.302	§ 324.302   Exposures Related the Money Market Mutual Fund Liquidity Facility.
3933	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY	324	PART 324 - CAPITAL ADEQUACY OF FDIC-SUPERVISED INSTITUTIONS	324.305	§ 324.305   Exposures related to the Paycheck Protection Program Lending Facility.
3934	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	D	SUBCHAPTER D - FEDERAL HOME LOAN BANKS	1270	PART 1270 - LIABILITIES	1270.19	§ 1270.19   Reference to certain Department of Treasury commentary and determinations.
3935	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	A	SUBCHAPTER A - ORGANIZATION AND OPERATIONS	1215	PART 1215 - PRODUCTION OF FHFA RECORDS, INFORMATION, AND EMPLOYEE TESTIMONY IN THIRD-PARTY LEGAL PROCEEDINGS	1215.18	§ 1215.18   Inspector General.
3936	XVII	CHAPTER XVII - OFFICE OF FEDERAL HOUSING ENTERPRISE OVERSIGHT, DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT	C	SUBCHAPTER C - SAFETY AND SOUNDNESS	1777	PART 1777 - PROMPT CORRECTIVE ACTION	1777.12	§ 1777.12   Other supervisory action.
3937	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	A	SUBCHAPTER A - PROCEDURE AND RULES OF PRACTICE	304	PART 304 - FORMS, INSTRUCTIONS, AND REPORTS	304.14	§ 304.14   Reservation of authority.
3938	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION (CONTINUED)	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY (CONTINUED)	390	PART 390 - REGULATIONS TRANSFERRED FROM THE OFFICE OF THRIFT SUPERVISION	390.413	§ 390.413   Non-public offering.
3939	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	B	SUBCHAPTER B - FEDERAL OPEN MARKET COMMITTEE	281	PART 281 - STATEMENTS OF POLICY	281.1	§ 281.1   Policy regarding the Government in the Sunshine Act.
3940	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	650	PART 650 - FEDERAL AGRICULTURAL MORTGAGE CORPORATION GENERAL PROVISIONS	650.25	§ 650.25   Report to Congress.
3941	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	705	PART 705 - COMMUNITY DEVELOPMENT REVOLVING LOAN FUND ACCESS FOR CREDIT UNIONS	705.8	§ 705.8   Urgency.
3942	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	263	PART 263 - RULES OF PRACTICE FOR HEARINGS	263.102	§ 263.102   Prevailing party.
3943	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY	328	PART 328 - ADVERTISEMENT OF MEMBERSHIP	328.0	§ 328.0   Scope.
3944	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	269b	PART 269b - CHARGES OF UNFAIR LABOR PRACTICES	269b.750	§ 269b.750   Requests for appearance of witnesses and production of documents.
3945	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY	335	PART 335 - SECURITIES OF STATE NONMEMBER BANKS AND STATE SAVINGS ASSOCIATIONS	335.201	§ 335.201   Securities exempted from registration.
3946	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY	335	PART 335 - SECURITIES OF STATE NONMEMBER BANKS AND STATE SAVINGS ASSOCIATIONS	335.601	§ 335.601   Requirements of section 16 of the Securities Exchange Act of 1934.
3947	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY	335	PART 335 - SECURITIES OF STATE NONMEMBER BANKS AND STATE SAVINGS ASSOCIATIONS	335.211	§ 335.211   Registration and reporting.
3948	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	A	SUBCHAPTER A - ORGANIZATION AND OPERATIONS	1209	PART 1209 - RULES OF PRACTICE AND PROCEDURE	1209.71	§ 1209.71   Definitions.
3949	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	749	PART 749 - RECORDS PRESERVATION PROGRAM AND APPENDICES - RECORD RETENTION GUIDELINES; CATASTROPHIC ACT PREPAREDNESS GUIDELINES	749.4	§ 749.4   Format for vital records preservation.
3950	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	B	SUBCHAPTER B - REGULATIONS AFFECTING THE OPERATIONS OF THE NATIONAL CREDIT UNION ADMINISTRATION	797	PART 797 - PROCEDURES FOR DEBT COLLECTION	797.7	§ 797.7   Procedures.
3951	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	723	PART 723 - MEMBER BUSINESS LOANS; COMMERCIAL LENDING	723.3	§ 723.3   Board of directors and management responsibilities.
3952	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	723	PART 723 - MEMBER BUSINESS LOANS; COMMERCIAL LENDING	723.4	§ 723.4   Commercial loan policy.
3953	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	A	SUBCHAPTER A - PROCEDURE AND RULES OF PRACTICE	313	PART 313 - PROCEDURES FOR COLLECTION OF CORPORATE DEBT, CRIMINAL RESTITUTION DEBT, AND CIVIL MONEY PENALTY DEBT	313.161	§ 313.161   Certification of debt.
3954	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	B	SUBCHAPTER B - REGULATIONS AFFECTING THE OPERATIONS OF THE NATIONAL CREDIT UNION ADMINISTRATION	797	PART 797 - PROCEDURES FOR DEBT COLLECTION	797.6	§ 797.6   Administrative offset prior to completion of procedures.
3955	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	A	SUBCHAPTER A - REGULATIONS AFFECTING CREDIT UNIONS	747	PART 747 - ADMINISTRATIVE ACTIONS, ADJUDICATIVE HEARINGS, RULES OF PRACTICE AND PROCEDURE, AND INVESTIGATIONS	747.207	§ 747.207   Notice of termination of insured status.
3956	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION (CONTINUED)	B	SUBCHAPTER B - REGULATIONS AND STATEMENTS OF GENERAL POLICY (CONTINUED)	368	PART 368 - GOVERNMENT SECURITIES SALES PRACTICES	368.5	§ 368.5   Customer information.
3957	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	D	SUBCHAPTER D - FEDERAL HOME LOAN BANKS	1272	PART 1272 - NEW BUSINESS ACTIVITIES	1272.3	§ 1272.3   New business activity notice requirement.
3958	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	615	PART 615 - FUNDING AND FISCAL AFFAIRS, LOAN POLICIES AND OPERATIONS, AND FUNDING OPERATIONS	615.5130	§ 615.5130   Procedures.
3959	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	A	SUBCHAPTER A - PROCEDURE AND RULES OF PRACTICE	308	PART 308 - RULES OF PRACTICE AND PROCEDURE	308.402	§ 308.402   Applications for review of final disciplinary sanctions, denials of participation, or prohibitions or limitations of access to services imposed by bank clearing agencies.
3960	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	A	SUBCHAPTER A - ORGANIZATION AND OPERATIONS	1209	PART 1209 - RULES OF PRACTICE AND PROCEDURE	1209.23	§ 1209.23   Commencement of proceeding and contents of notice of charges.
3961	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	622	PART 622 - RULES OF PRACTICE AND PROCEDURE	622.4	§ 622.4   Commencement of proceedings.
3962	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	263	PART 263 - RULES OF PRACTICE FOR HEARINGS	263.56	§ 263.56   Initial licensing proceedings.
3963	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	E	SUBCHAPTER E - HOUSING GOALS AND MISSION	1291	PART 1291 - FEDERAL HOME LOAN BANKS' AFFORDABLE HOUSING PROGRAM	1291.23	§ 1291.23   Eligible projects.
3964	VII	CHAPTER VII - NATIONAL CREDIT UNION ADMINISTRATION	B	SUBCHAPTER B - REGULATIONS AFFECTING THE OPERATIONS OF THE NATIONAL CREDIT UNION ADMINISTRATION	791	PART 791 - RULES OF NCUA BOARD PROCEDURE; PROMULGATION OF NCUA RULES AND REGULATIONS; PUBLIC OBSERVATION OF NCUA BOARD MEETINGS	791.3	§ 791.3   Voting by proxy.
3965	III	CHAPTER III - FEDERAL DEPOSIT INSURANCE CORPORATION	A	SUBCHAPTER A - PROCEDURE AND RULES OF PRACTICE	313	PART 313 - PROCEDURES FOR COLLECTION OF CORPORATE DEBT, CRIMINAL RESTITUTION DEBT, AND CIVIL MONEY PENALTY DEBT	313.26	§ 313.26   Interest.
3966	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	614	PART 614 - LOAN POLICIES AND OPERATIONS	614.4160	§ 614.4160   Differential interest rate programs.
3967	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	225	PART 225 - BANK HOLDING COMPANIES AND CHANGE IN BANK CONTROL (REGULATION Y)	225.126	§ 225.126   Activities not closely related to banking.
3968	II	CHAPTER II - FEDERAL RESERVE SYSTEM	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM	214	PART 214 - RELATIONS WITH FOREIGN BANKS AND BANKERS (REGULATION N)	214.1	§ 214.1   Scope of part.
3969	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	E	SUBCHAPTER E - HOUSING GOALS AND MISSION	1281	PART 1281 - FEDERAL HOME LOAN BANK HOUSING GOALS	1281.10	§ 1281.10   General.
3970	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	E	SUBCHAPTER E - HOUSING GOALS AND MISSION	1291	PART 1291 - FEDERAL HOME LOAN BANKS' AFFORDABLE HOUSING PROGRAM	1291.31	§ 1291.31   Lending and re-lending of AHP direct subsidy by revolving loan funds.
3971	XII	CHAPTER XII - FEDERAL HOUSING FINANCE AGENCY	E	SUBCHAPTER E - HOUSING GOALS AND MISSION	1291	PART 1291 - FEDERAL HOME LOAN BANKS' AFFORDABLE HOUSING PROGRAM	1291.32	§ 1291.32   Use of AHP subsidy in loan pools.
3972	VI	CHAPTER VI - FARM CREDIT ADMINISTRATION	B	SUBCHAPTER B - FARM CREDIT SYSTEM	617	PART 617 - BORROWER RIGHTS	617.7005	§ 617.7005   When may electronic communications be used in the borrower rights process?
3973	II	CHAPTER II - FEDERAL RESERVE SYSTEM (CONTINUED)	A	SUBCHAPTER A - BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM (CONTINUED)	221	PART 221 - CREDIT BY BANKS AND PERSONS OTHER THAN BROKERS OR DEALERS FOR THE PURPOSE OF PURCHASING OR CARRYING MARGIN STOCK (REGULATION U)	221.103	§ 221.103   Loans to brokers or dealers.
